# index ref form lemma:morpheus lemma:cltk lemma:cltk-stanza lemma:dilemma pos:morpheus pos:cltk pos:cltk-stanza pos:dilemma agree
5986 26.01.02 φρουρᾷ φρουρά φρουρᾷ φρουρός φρουρά N- N- N- N- N
5987 26.01.02 καὶ καί καί καί καί C- C- C- C- Y
5988 26.01.02 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
5989 26.01.02 Σαμίους Σάμιος Σαμῖος Σάμος Σάμος A- A- N- A- N
5990 26.01.02 ἐκβάλωσι, ἐκβάλλω ἐκβάλω ἐκβάλλω ἐκβάλλω V- V- V- V- N
5991 26.01.02 προθυμοῦντο προθυμέομαι προθυμοῦντο προθυμέομαι προθυμέομαι V- V- V- V- N
5992 26.01.02 δὲ δέ δέ δέ δέ X- C- C- C- Y
5993 26.01.02 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
5994 26.01.02 στρατιῶται στρατιώτης στρατιώτης στρατιώτης στρατιώτης N- N- N- N- Y
5995 26.01.02 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
5996 26.01.02 τὰ ὁ ὁ ὁ ὁ RA RA RA RA Y
5997 26.01.02 μακρότατα μακρός μακρότα μάκρος μακρός A- N- A- A- N
5998 26.01.02 καὶ καί καί καί καί C- C- C- C- Y
5999 26.01.02 ξυνέπλει συμπλέω ξυνέπλω συμπλέω συμπλέω V- V- V- V- N
6000 26.01.02 αὐτοῖς αὐτός αὐτός αὐτός αὐτός RP RP RP RP Y
6001 26.01.02 πολὺς πολύς πολύς πολύς πολύς A- A- A- A- Y
6002 26.01.02 ἀριθμὸς ἀριθμός ἀριθμός ἀριθμός ἀριθμός N- N- N- N- Y
6003 26.01.02 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
6004 26.01.02 ἐθελοντῶν ἐθελοντής ἐθελοντής ἐθέλω ἐθελοντής N- N- V- N- N
6005 26.01.02 ὡς ὡς ὡς ὡς ὡς C- D- C- C- Y
6006 26.01.02 ἐφ’ ἐπί ἐφ ὁ ἐπί P- P- RA P- N
6007 26.01.02 ἁρπαγήν. ἁρπαγή ἁρπαγή ἁρπαγή ἁρπαγή N- N- N- N- Y
6008 26.02.01 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
6009 26.02.01 δὲ δέ δέ δέ δέ X- D- D- C- Y
6010 26.02.01 τούτῳ οὗτος οὗτος οὗτος οὗτος RD A- RP RP Y
6011 26.02.01 πολιορκουμένου πολιορκέω πολιορκουμένου πολιορκέω πολιορκέω V- V- V- V- N
6012 26.02.01 ἔτι ἔτι ἔτι ἔτι ἔτι D- D- D- D- Y
6013 26.02.01 τοῦ ὁ ὁ ὁ ὁ RA RA RA RA Y
6014 26.02.01 χωρίου, χωρίον χωρίον χωρίον χωρίον N- N- N- N- Y
6015 26.02.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
6016 26.02.01 Χίων Χίος χῖος Χίος Χῖος N- N- N- A- N
6017 26.02.01 τινὲς τις τὶς τις τις RI A- A- RP N
6018 26.02.01 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
6019 26.02.01 τολμηρότεροι τολμηρός τολμηρότερος τολμηρός τολμηρός A- A- A- A- N
6020 26.02.01 γενόμενοι γίγνομαι γίγνομαι γίγνομαι γίγνομαι V- V- V- V- Y
6021 26.02.01 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
6022 26.02.01 φοβούμενοι φοβέω φοβέω φοβέω φοβέω V- V- V- V- Y
6023 26.02.01 μὴ μή μή μή μή C- D- D- D- Y
6024 26.02.01 ὑπὸ ὑπό ὑπό ὑπό ὑπό P- P- P- P- Y
6025 26.02.01 τοῦ ὁ ὁ ὁ ὁ RA RA RA RA Y
6026 26.02.01 Λυκούργου Λυκοῦργος λυκοῦργος Λυκοῦργος Λυκοῦργος N- N- N- N- N
6027 26.02.01 δεινότατα δεινός δεινός δεινός δεινός A- A- A- A- Y
6028 26.02.01 πάθωσιν, πάσχω πάσχω πάσχω πάσχω V- V- V- V- Y
6029 26.02.01 ὅπλα ὅπλον ὅπλον ὅπλον ὅπλον N- N- N- N- Y
6030 26.02.01 ἔλαβον λαμβάνω λαμβάνω λαμβάνω λαμβάνω V- V- V- V- Y
6031 26.02.01 καὶ καί καί καί καί C- C- C- C- Y
6032 26.02.01 ξυνεπολιόρκουν συμπολιορκέω ξυνεπολιόρκους συνεπολιορκέω συμπολιορκέω V- N- V- V- N
6033 26.02.01 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
6034 26.02.01 ἀκρόπολιν· ἀκρόπολις ἀκρόπολις ἀκρόπολις ἀκρόπολις N- N- N- N- Y
6035 26.02.01 πρὶν πρίν πρίν πρίν πρίν D- C- C- C- Y
6036 26.02.01 δ’ δέ δ ός δέ X- V- A- C- N
6037 26.02.01 ἐξελεῖν ἐξαιρέω ἐξαιρέω ἐξαιρέω ἐξαιρέω V- V- V- V- Y
6038 26.02.01 παρεβοήθησε παραβοηθέω παρεβοήθησε παραβοηθέω παραβοηθέω V- V- V- V- N
6039 26.02.01 τὸ ὁ ὁ ὁ ὁ RA RA RA RA Y
6040 26.02.01 στράτευμα στράτευμα στράτευμα στράτευμα στράτευμα N- N- N- N- Y
6041 26.02.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
6042 26.02.01 Τούρκων Τοῦρκοι Τούρκοι ἔρκος Τοῦρκος N- N- N- N- N
6043 26.02.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6044 26.02.01 ἑπτακισχιλίους. ἑπτακισχίλιοι ἑπτακισχίλιοι ἑπτακισχίλιοι ἑπτακισχίλιοι A- A- A- A- Y
6045 26.02.02 καὶ καί καί καί καί C- C- D- C- Y
6046 26.02.02 τῷ ὁ ὁ ὁ ὁ RA RA RA RA Y
6047 26.02.02 Λυκούργῳ Λυκοῦργος λυκοῦργος Λυκοῦργος Λυκοῦργος N- N- N- N- N
6048 26.02.02 καὶ καί καί καί καί C- C- C- C- Y
6049 26.02.02 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
6050 26.02.02 μετ’ μετά μετ μέτα μετά P- RI P- P- N
6051 26.02.02 αὐτοῦ αὐτός αὐτός αὐτός αὐτός RP RP RP RP Y
6052 26.02.02 ἔκπληξις ἔκπληξις ἔκπληξις ἔκπληξις ἔκπληξις N- N- N- N- Y
6053 26.02.02 ἐνέπεσε ἐμπίτνω ἐμπίπτω ἐμπίτνω ἐμπίπτω V- V- V- V- N
6054 26.02.02 καὶ καί καί καί καί C- C- C- C- Y
6055 26.02.02 ἔδοξεν δοκέω δοκέω δοκέω δοκέω V- V- V- V- Y
6056 26.02.02 ἀσφαλέστερον ἀσφαλής ἀσφαλέστερος ἀσφαλής ἀσφαλής A- N- A- A- N
6057 26.02.02 εἶναι εἰμί εἰμί εἰμί ἔρχομαι V- V- V- V- N
6058 26.02.02 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6059 26.02.02 τὰς ὁ ὁ ὁ ὁ RA RA RA RA Y
6060 26.02.02 ναῦς ναῦς ναῦς ναῦς ναῦς N- N- N- N- Y
6061 26.02.02 ἐσβάντας εἰσβαίνω ἐσβάντας εἰσβαίνω εἰσβαίνω V- V- V- V- N
6062 26.02.02 ἀποπλεῖν ἀποπλέω ἀποπλέω ἀπόπλέω ἀποπλέω V- V- V- V- N
6063 26.02.02 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
6064 26.02.02 πρὸς πρός πρός πρός πρός P- P- P- P- Y
6065 26.02.02 πολλῷ πολύς πολύς πολύς πολύς A- A- A- A- Y
6066 26.02.02 δυνατωτέρους δυνατός δυνατωτέρος δυνατός δυνατός A- N- A- A- N
6067 26.02.02 ἀγωνίζεσθαι. ἀγωνίζομαι ἀγωνίζομαι ἀγωνίζομαι ἀγωνίζομαι V- V- V- V- Y
6068 26.03.01 διαφυγόντων διαφεύγω διαφεύγω διαφεύγω διαφεύγω V- V- V- V- Y
6069 26.03.01 οὖν οὖν οὖν οὖν οὖν X- D- D- X- Y
6070 26.03.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
6071 26.03.01 Σαμίων Σάμιος σάμιος Σάμιος Σάμιος A- A- N- A- N
6072 26.03.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
6073 26.03.01 μὲν μέν μέν μέν μέν X- D- D- X- Y
6074 26.03.01 Χῖοι Χῖος χῖος Χῖος Χῖος A- N- N- A- N
6075 26.03.01 ἀσθενέστεροι ἀσθενής ἀσθενέστερος ἀσθενής ἀσθενής A- A- A- A- N
6076 26.03.01 ἦσαν εἰμί εἰμί εἰμί ἥδω V- V- V- V- N
6077 26.03.01 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
6078 26.03.01 ὥστε ὥστε ὥστε ὥστε ὥστε D- C- C- C- Y
6079 26.03.01 ἀμύνεσθαι ἀμύνω ἀμύνω ἀμύνω ἀμύνω V- V- V- V- Y
6080 26.03.01 καὶ καί καί καί καί C- C- C- C- Y
6081 26.03.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6082 26.03.01 πᾶσαν πᾶς πᾶς πᾶς πᾶς A- A- A- RP Y
6083 26.03.01 ἰδέαν ἰδέα ἰδέας ἰδέα ἰδέα N- N- N- N- N
6084 26.03.01 φυγῆς φυγή φυγή φυγή φυγή N- N- N- N- Y
6085 26.03.01 ἐχώρουν, χωρέω χωρέω χωρέω χωρέω V- V- V- V- Y
6086 26.03.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
6087 26.03.01 δὲ δέ δέ δέ δέ X- C- C- C- Y
6088 26.03.01 Τούρκων Τοῦρκοι Τούρκων ἔρκος Τοῦρκος N- N- N- N- N
6089 26.03.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
6090 26.03.01 ὁπλῖται ὁπλίτης ὁπλίτης ὁπλίτης ὁπλίτης N- N- N- N- Y
6091 26.03.01 καὶ καί καί καί καί C- C- C- C- Y
6092 26.03.01 ὁ ὁ ὁ ὁ ὁ RA RA RA RA Y
6093 26.03.01 ἄλλος ἄλλος ἄλλος ἄλλος ἄλλος RP RA A- RP Y
6094 26.03.01 ὄχλος ὄχλος ὄχλος ὄχλος ὄχλος N- N- N- N- Y
6095 26.03.01 ἐπὶ ἐπί ἐπί ἐπί ἐπί P- P- P- P- Y
6096 26.03.01 πολὺν πολύς πολύς πολύς πολύς A- A- A- A- Y
6097 26.03.01 χρόνον χρόνος χρόνος χρόνος χρόνος N- N- N- N- Y
6098 26.03.01 διετέλουν διατελέω διατελέω διατελέω διατελέω V- V- V- V- Y
6099 26.03.01 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
6100 26.03.01 μὲν μέν μέν μέν μέν X- D- D- X- Y
6101 26.03.01 ἀποκτείνοντες ἀποκτείνω ἀποκτείνω ἀποκτείνω ἀποκτείνω V- V- V- V- Y
6102 26.03.01 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
6103 26.03.01 δ’ δέ δ ζ δέ X- -- N- C- N
6104 26.03.01 ἀνδραποδίζοντες ἀνδραποδίζω ἀνδραποδίζω ἀνδραποδίζω ἀνδραποδίζω V- V- V- V- Y
6105 26.03.01 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
6106 26.03.01 δὲ δέ δέ δέ δέ X- D- C- C- Y
6107 26.03.01 ἄλλους ἄλλος ἄλλος ἄλλος ἄλλος RP A- RP RP Y
6108 26.03.01 ἐλῄζοντο ληίζομαι ληίζομαι ἐλαύζω ληΐζομαι V- V- V- V- N
6109 26.03.01 ᾗ ᾗ ὅς ᾗ ᾗ D- RP D- D- N
6110 26.03.01 ἐβούλοντο· βούλομαι βούλομαι βούλομαι βούλομαι V- V- V- V- Y
6111 26.03.01 ὅσοι ὅσος ὅσος ὅσος ὅσος A- A- A- RP Y
6112 26.03.01 μὲν μέν μέν μέν μέν X- D- D- X- Y
6113 26.03.01 γὰρ γάρ γάρ γάρ γάρ X- D- D- X- Y
6114 26.03.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6115 26.03.01 τὰ ὁ ὁ ὁ ὁ RA RA RA RA Y
6116 26.03.01 μοναστήρια μοναστήριος μοναστήριος μοναστήριος μοναστήριον A- N- A- N- N
6117 26.03.01 κατέφυγον, καταφεύγω καταφεύγω καταφεύγω καταφεύγω V- V- V- V- Y
6118 26.03.01 κατὰ κατά κατά κατά κατά P- P- P- P- Y
6119 26.03.01 χιλίους χίλιοι χίλιος χίλιος χίλιοι A- A- A- A- N
6120 26.03.01 ἀνθρώπους ἄνθρωπος ἄνθρωπος ἄνθρωπος ἄνθρωπος N- N- N- N- Y
6121 26.03.01 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
6122 26.03.01 καὶ καί καί καί καί C- D- D- C- Y
6123 26.03.01 πλείους πλέως πολύς πλείων πολύς A- A- A- A- N
6124 26.03.01 ξυναπέθανον, συναποθνήσκω ξυναπέθανος συναποθνήσκω συναποθνῄσκω V- A- V- V- N
6125 26.03.01 ἄλλοι ἄλλος ἄλλος ἄλλος ἄλλος RP A- RP RP Y
6126 26.03.01 δὲ δέ δέ δέ δέ X- C- C- C- Y
6127 26.03.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6128 26.03.01 τὰς ὁ ὁ ὁ ὁ RA RA RA RA Y
6129 26.03.01 οἰκίας οἰκία οἰκία οἰκία οἰκία N- N- N- N- Y
6130 26.03.01 κατελθόντες κατέρχομαι κατέρχομαι κατέρχομαι κατέρχομαι V- V- V- V- Y
6131 26.03.01 (ἄδειαν ἄδεια ἄδεια ἄδος ἄδεια N- N- N- N- N
6132 26.03.01 γὰρ γάρ γάρ γάρ γάρ X- D- D- X- Y
6133 26.03.01 αὐτοῖς αὐτός αὐτός αὐτός αὐτός RP RP RP RP Y
6134 26.03.01 ὑπέσχετο ὑπέχω ὑπισχνέομαι ὑπέχω ὑπισχνέομαι V- V- V- V- N
6135 26.03.01 διὰ διά διά διά διά P- P- P- P- Y
6136 26.03.01 κηρύκων κῆρυξ κῆρυξ κῆρυξ κῆρυξ N- N- N- N- Y
6137 26.03.01 ὁ ὁ ὁ ὁ ὁ RA RA RA RA Y
6138 26.03.01 στρατηγός) στρατηγός στρατηγός στρατηγός στρατηγός N- N- N- N- Y
6139 26.03.01 πανοικεσίᾳ πανοικεσίᾳ πανοικεσία πανοικεσίος πανοικεσίᾳ D- N- A- D- N
6140 26.03.01 ὡς ὡς ὡς ὡς ὡς C- C- C- C- Y
6141 26.03.01 εἰπεῖν εἶπον εἶπον εἶπον λέγω V- V- V- V- N
6142 26.03.01 ἐφονεύοντο· φονεύω ἐφονεύομαι φονεύω φονεύω V- V- V- V- N
6143 26.03.01 οὔτε οὔτε οὔτε οὔτε οὔτε D- D- D- D- Y
6144 26.03.01 γὰρ γάρ γάρ γάρ γάρ X- D- D- X- Y
6145 26.03.01 ἐφείδοντο φείδομαι φείδω φείδομαι φείδομαι V- V- V- V- N
6146 26.03.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
6147 26.03.01 βάρβαροι βάρβαρος βάρβαρος βάρβαρος βάρβαρος A- A- N- A- Y
6148 26.03.01 πρεσβυτέρας πρέσβυς πρέσβυς πρέσβυς πρέσβυς A- A- A- A- Y
6149 26.03.01 οὔτε οὔτε οὔτε οὔτε οὔτε D- C- C- C- Y
6150 26.03.01 νεωτέρας νέος νέος νέος νέος A- A- A- A- Y
6151 26.03.01 ἡλικίας ἡλικία ἡλικία ἡλικία ἡλικία N- N- N- N- Y
6152 26.03.01 οὔτε οὔτε οὔτε οὔτε οὔτε D- C- C- C- Y
6153 26.03.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
6154 26.03.01 παίδων παῖς παῖς παῖς παῖς N- N- N- N- Y
6155 26.03.01 οὔτε οὔτε οὔτε οὔτε οὔτε D- C- C- C- Y
6156 26.03.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
6157 26.03.01 γυναικῶν, γυναικόω γυνή γυνή γυνή V- N- N- N- N
6158 26.03.01 καὶ καί καί καί καί C- C- C- C- Y
6159 26.03.01 τοσαῦτα τοσοῦτος τοσοῦτος τοσοῦτος τοσοῦτος RP RP RP RP Y
6160 26.03.01 ἠδίκησαν ἀδικέω ἠδίκησαν ἀδικέω ἀδικέω V- V- V- -- N
6161 26.03.01 ὅσα ὅσος ὅσος ὅσος ὅσος A- RR A- RP Y
6162 26.03.01 οὐκ οὐ οὐ οὐ οὐ D- D- D- D- Y
6163 26.03.01 ἐμνημονέυετο - μνημονέυω μνημονέομαι μνημονεύω -- V- V- V- N
6164 26.03.01 ἄλλοθί ἄλλοθι ἄλλοθι ἄλλος ἄλλοθι D- A- A- D- N
6165 26.03.01 που πού πού πού ποῦ D- D- D- D- N
6166 26.03.01 γενέσθαι. γίγνομαι γίγνομαι γίγνομαι γίγνομαι V- V- V- V- Y
6167 26.03.02 ὅμως ὅμως ὅμως ὅμως ὅμως C- D- C- D- Y
6168 26.03.02 δὲ δέ δέ δέ δέ X- D- D- C- Y
6169 26.03.02 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
6170 26.03.02 ἀποθανόντων ἀποθνήσκω ἀποθνήσκω ἀποθνήσκω ἀποθνῄσκω V- A- V- V- N
6171 26.03.02 οὐ οὐ οὐ οὐ οὐ D- D- D- D- Y
6172 26.03.02 λυπηροτέρα λυπηρός λυπηροτέρος λυπηρός λυπηρός A- A- A- A- N
6173 26.03.02 ἐφαίνετο φαίνω φαίνω φαίνω φαίνω V- V- V- V- Y
6174 26.03.02 ἡ ὁ ὁ ὁ ὁ RA RA RA RA Y
6175 26.03.02 ξυμφορὰ συμφορά ξυμφορὰ συμφορά συμφορά N- N- N- N- N
6176 26.03.02 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
6177 26.03.02 καὶ καί καί καί καί C- D- D- C- Y
6178 26.03.02 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
6179 26.03.02 περιγενομένων· περιγίγνομαι περιγενομένων περιγίγνομαι περιγίγνομαι V- V- V- V- N
6180 26.03.02 ἐπὶ ἐπί ἐπί ἐπί ἐπί P- P- P- P- Y
6181 26.03.02 γὰρ γάρ γάρ γάρ γάρ X- X- D- X- Y
6182 26.03.02 δουλείᾳ δούλειος δουλεία δόλεια δουλεία A- N- N- N- N
6183 26.03.02 ἐπέμφθησαν πέμπω ἐπέμφθησαν ἐπιμνθέω πέμπω V- V- V- V- N
6184 26.03.02 πρὸς πρός πρός πρός πρός P- P- P- P- Y
6185 26.03.02 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
6186 26.03.02 ἤπειρον. ἤπειρος ἤπειρος ἤπειρος ἤπειρος N- N- N- N- Y
6187 27.01.01 κατὰ κατά κατά κατά κατά P- P- P- P- Y
6188 27.01.01 δὲ δέ δέ δέ δέ X- D- D- C- Y
6189 27.01.01 τοῦτον οὗτος οὗτος οὗτος οὗτος RD RA A- RP Y
6190 27.01.01 τὸν ὁ ὁ ὁ ὁ RA RA RA RA Y
6191 27.01.01 χρόνον χρόνος χρόνος χρόνος χρόνος N- N- N- N- Y
6192 27.01.01 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
6193 27.01.01 ᾧ ὅς ὅς ὅς ὅς RR RR RP RP Y
6194 27.01.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
6195 27.01.01 Χῖοι Χῖος χῖος Χῖος Χῖος A- N- N- A- N
6196 27.01.01 οὕτως οὕτως οὕτω(ς) οὕτως οὕτω D- D- D- D- N
6197 27.01.01 ἔπραξαν, πράσσω πράσσω πράσσω πράσσω V- V- V- V- Y
6198 27.01.01 ὁ ὁ ὁ ὁ ὁ RA RA RA RA Y
6199 27.01.01 Μαυροκορδάτος - Μαυροκορδάτος Μαυροκορδής Μαυροκορδάτος -- N- N- N- N
6200 27.01.01 προστάτης προστάτης προστάτης προστάτης προστάτης N- N- N- N- Y
6201 27.01.01 τοῦ ὁ ὁ ὁ ὁ RA RA RA RA Y
6202 27.01.01 κοινοῦ κοινός κοινός κοινός κοινός A- A- A- A- Y
6203 27.01.01 γενόμενος γίγνομαι γίγνομαι γίγνομαι γίγνομαι V- V- V- V- Y
6204 27.01.01 ἐβούλετο βούλομαι βούλομαι βούλομαι βούλομαι V- V- V- V- Y
6205 27.01.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6206 27.01.01 τὰ ὁ ὁ ὁ ὁ RA RA RA RA Y
6207 27.01.01 ἑσπέρια ἑσπέριος ἑσπέριον ἑσπέριον ἑσπέριος A- N- N- A- N
6208 27.01.01 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
6209 27.01.01 Ἑλλάδος Ἑλλάς ἑλλάς Ἑλλάς Ἑλλάς N- N- N- N- N
6210 27.01.01 πλεῖν πλέω πλέω πλέω πλέω V- V- V- V- Y
6211 27.01.01 ἵνα ἵνα ἵνα ἵνα ἵνα D- C- C- C- Y
6212 27.01.01 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
6213 27.01.01 τε τε τε τε τε X- D- D- C- Y
6214 27.01.01 Σουλιώταις - Σουλιώτης Σουλιώτης Σουλιώτης -- N- N- N- Y
6215 27.01.01 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
6216 27.01.01 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
6217 27.01.01 τῇ ὁ ὁ ὁ ὁ RA RA RA RA Y
6218 27.01.01 Κιάφῃ - Κιάφη Κιάφη Κιάφη -- N- N- N- Y
6219 27.01.01 πολιορκουμένοις πολιορκέω πολιορκουμένος πολιορκέω πολιορκέω V- N- V- V- N
6220 27.01.01 βοήθειαν βοήθεια βοήθεια βοήθεια βοήθεια N- N- N- N- Y
6221 27.01.01 παρέχοι παρέχω παρέχω παρέχω παρέχω V- V- V- V- Y
6222 27.01.01 καὶ καί καί καί καί C- C- C- C- Y
6223 27.01.01 τὰ ὁ ὁ ὁ ὁ RA RA RA RA Y
6224 27.01.01 πράγματα πρᾶγμα πρᾶγμα πρᾶγμα πρᾶγμα N- N- N- N- Y
6225 27.01.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6226 27.01.01 ἀμείνω ἀμείνων ἀγαθός ἀμείνων ἀγαθός A- A- A- A- N
6227 27.01.01 κατάστασιν κατάστασις κατάστασις κατάστασις κατάστασις N- N- N- N- Y
6228 27.01.01 ἀγάγοι· ἄγω ἀγάγος ἄγω ἄγω V- A- V- V- N
6229 27.01.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
6230 27.01.01 γὰρ γάρ γάρ γάρ γάρ X- D- D- X- Y
6231 27.01.01 ἐκεῖ ἐκεῖ ἐκεῖ ἐκεῖ ἐκεῖ D- D- D- D- Y
6232 27.01.01 Ἕλληνες Ἕλλην ἕλλην Ἕλλην Ἕλλην N- N- N- N- N
6233 27.01.01 ἐστασίαζον στασιάζω ἐστασιάζω στασιάζω στασιάζω V- V- V- V- N
6234 27.01.01 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
6235 27.01.01 ἀλλήλοις ἀλλήλων ἀλλήλων ἀλλήλων ἀλλήλων RP RP RP RP Y
6236 27.01.01 καὶ καί καί καί καί C- C- C- C- Y
6237 27.01.01 οὐδὲν οὐδείς οὐδείς οὐδείς οὐδείς RP RA RP RP Y
6238 27.01.01 ἀξιόλογον ἀξιόλογος ἀξιόλογος ἀξιόλογος ἀξιόλογος A- A- A- A- Y
6239 27.01.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6240 27.01.01 τὸν ὁ ὁ ὁ ὁ RA RA RA RA Y
6241 27.01.01 πόλεμον πόλεμος πόλεμος πόλεμος πόλεμος N- N- N- N- Y
6242 27.01.01 ἐπράσσετο. πράσσω πράσσω πράσσω πράσσω V- V- V- V- Y
6243 27.01.02 ἦν εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
6244 27.01.02 δ’ δέ δ ζ δέ X- N- N- C- N
6245 27.01.02 ὁ ὁ ὁ ὁ ὁ RA RA RA RA Y
6246 27.01.02 Μαυροκορδάτος - Μαυροκορδάτος Μαυροκορδής Μαυροκορδάτος -- N- N- N- N
6247 27.01.02 γνώμη γνώμη γνώμη γνώμη γνώμη N- N- N- N- Y
6248 27.01.02 τε τε τε τε τε X- C- D- C- Y
6249 27.01.02 οὐδενὸς οὐδείς οὐδείς οὐδείς οὐδείς RP A- RP RP Y
6250 27.01.02 ὕστερος ὕστερος ὕστερος ὕστερος ὕστερος A- A- A- A- Y
6251 27.01.02 καὶ καί καί καί καί C- C- C- C- Y
6252 27.01.02 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6253 27.01.02 τὰ ὁ ὁ ὁ ὁ RA RA RA RA Y
6254 27.01.02 πολιτικὰ πολιτικός πολιτικός πολιτικός πολιτικός A- A- A- A- Y
6255 27.01.02 ἐμπειρότατος, ἔμπειρος ἐμπειρότατος ἐμπείρωτος ἔμπειρος A- A- A- A- N
6256 27.01.02 καὶ καί καί καί καί C- C- C- C- Y
6257 27.01.02 προυθυμεῖτο προθυμέομαι προυθυμεῖτο προθυμέομαι προθυμέομαι V- V- V- V- N
6258 27.01.02 καὶ καί καί καί καί C- D- C- C- Y
6259 27.01.02 περὶ περί περί περί περί P- P- P- P- Y
6260 27.01.02 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
6261 27.01.02 πολεμικῶν πολεμικός πολεμικός πολεμικός πολεμικός A- A- A- A- Y
6262 27.01.02 δόξαν δόξα δόξα δόξα δόξα N- N- N- N- Y
6263 27.01.02 προσλαβεῖν. προσλαμβάνω προσλαβέω προσλαμβάνω προσλαμβάνω V- V- V- V- N
6264 27.02.01 ἐμβιβάσας ἐμβιβάζω ἐμβιβάω ἐμβιβάζω ἐμβιβάζω V- V- V- V- N
6265 27.02.01 οὖν οὖν οὖν οὖν οὖν X- D- D- X- Y
6266 27.02.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6267 27.02.01 τὰς ὁ ὁ ὁ ὁ RA RA RA RA Y
6268 27.02.01 ναῦς ναῦς ναῦς ναῦς ναῦς N- N- N- N- Y
6269 27.02.01 ὁπλίτας ὁπλίτης ὁπλίτης ὁπλίτης ὁπλίτης N- N- N- N- Y
6270 27.02.01 ὡς ὡς ὡς ὡς ὡς C- D- C- C- Y
6271 27.02.01 ἑπτακοσίους ἑπτακόσιοι ἑπτακόσιοι ἑπτακόσιοι ἑπτακόσιοι A- A- A- A- Y
6272 27.02.01 καὶ καί καί καί καί C- C- C- C- Y
6273 27.02.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
6274 27.02.01 ψιλῶν ψιλός ψιλός ψίλος ψιλός A- N- N- A- N
6275 27.02.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6276 27.02.01 χιλίους χίλιοι χίλιοι χίλιος χίλιοι A- A- A- A- N
6277 27.02.01 καὶ καί καί καί καί C- C- C- C- Y
6278 27.02.01 τετρακοσίους τετρακόσιοι τετρακόσιοι τετρακόσιοι τετρακόσιοι A- A- A- A- Y
6279 27.02.01 ἐξέπλευσεν ἐκπλέω ἐκπλέω ἐκπλέω ἐκπλέω V- V- V- V- Y
6280 27.02.01 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
6281 27.02.01 τὸ ὁ ὁ ὁ ὁ RA RA RA RA Y
6282 27.02.01 Μεσολόγγιον, - Μεσολόγγιον Μεσολόγγιος Μεσολόγγιον -- N- N- N- N
6283 27.02.01 ξυνέπλει συμπλέω ξυνέπλω συμπλέω συμπλέω V- V- V- V- N
6284 27.02.01 δ’ δέ δ ζ δέ X- I- N- C- N
